0.05	8.66619e-09	0.007
0.04	3.56449e-09	0.007
0.02	2.24641e-10	0.008
0.01	1.41043e-11	0.009
0.008	5.77849e-12	0.009
0.005	8.91287e-13	0.010
0.004	3.64597e-13	0.008
0.002	1.59872e-14	0.011
0.001	1.37668e-14	0.012
