0.2	1.12909e-05	
0.1	7.6678e-07
0.05	4.9959e-08	0.003
0.04	2.06343e-08	0.0034
0.02	1.3113e-09	0.0036
0.01	8.2641e-11	0.0044
0.008	3.39064e-11	0.005
0.005	5.18674e-12	0.0052
0.004	2.12574e-12	0.0072
0.002	1.32783e-13	0.0086
0.001	7.54952e-15	0.0102
0.0008	1.44329e-15
