1.00000e-03 1.99979e-02 -4.99932e-05 1.99980e-03 1.99958e+01 -9.99796e-02 1.99960e+00
2.00000e-03 3.99913e-02 -1.99945e-04 3.99920e-03 1.99910e+01 -1.99917e-01 1.99920e+00
3.00000e-03 5.99798e-02 -4.49812e-04 5.99820e-03 1.99858e+01 -2.99809e-01 1.99880e+00
4.00000e-03 7.99627e-02 -7.99547e-04 7.99680e-03 1.99800e+01 -3.99654e-01 1.99840e+00
5.00000e-03 9.99396e-02 -1.24910e-03 9.99500e-03 1.99738e+01 -4.99448e-01 1.99800e+00
6.00000e-03 1.19910e-01 -1.79843e-03 1.19928e-02 1.99670e+01 -5.99191e-01 1.99760e+00
7.00000e-03 1.39874e-01 -2.44746e-03 1.39902e-02 1.99598e+01 -6.98878e-01 1.99720e+00
8.00000e-03 1.59829e-01 -3.19616e-03 1.59872e-02 1.99521e+01 -7.98508e-01 1.99680e+00
9.00000e-03 1.79777e-01 -4.04446e-03 1.79838e-02 1.99438e+01 -8.98078e-01 1.99640e+00
1.00000e-02 1.99717e-01 -4.99230e-03 1.99800e-02 1.99351e+01 -9.97586e-01 1.99600e+00
1.10000e-02 2.19647e-01 -6.03961e-03 2.19758e-02 1.99259e+01 -1.09703e+00 1.99560e+00
1.20000e-02 2.39569e-01 -7.18634e-03 2.39712e-02 1.99162e+01 -1.19641e+00 1.99521e+00
1.30000e-02 2.59480e-01 -8.43240e-03 2.59662e-02 1.99059e+01 -1.29571e+00 1.99481e+00
1.40000e-02 2.79380e-01 -9.77773e-03 2.79608e-02 1.98952e+01 -1.39495e+00 1.99441e+00
1.50000e-02 2.99270e-01 -1.12223e-02 2.99550e-02 1.98840e+01 -1.49411e+00 1.99401e+00
1.60000e-02 3.19148e-01 -1.27659e-02 3.19489e-02 1.98723e+01 -1.59319e+00 1.99361e+00
1.70000e-02 3.39014e-01 -1.44086e-02 3.39423e-02 1.98602e+01 -1.69219e+00 1.99321e+00
1.80000e-02 3.58868e-01 -1.61503e-02 3.59353e-02 1.98475e+01 -1.79111e+00 1.99281e+00
1.90000e-02 3.78709e-01 -1.79908e-02 3.79279e-02 1.98343e+01 -1.88995e+00 1.99241e+00
2.00000e-02 3.98537e-01 -1.99301e-02 3.99201e-02 1.98206e+01 -1.98870e+00 1.99202e+00
2.10000e-02 4.18350e-01 -2.19682e-02 4.19119e-02 1.98065e+01 -2.08736e+00 1.99162e+00
2.20000e-02 4.38150e-01 -2.41048e-02 4.39033e-02 1.97918e+01 -2.18593e+00 1.99122e+00
2.30000e-02 4.57934e-01 -2.63400e-02 4.58944e-02 1.97767e+01 -2.28440e+00 1.99082e+00
2.40000e-02 4.77703e-01 -2.86736e-02 4.78850e-02 1.97611e+01 -2.38278e+00 1.99042e+00
2.50000e-02 4.97456e-01 -3.11055e-02 4.98752e-02 1.97450e+01 -2.48106e+00 1.99002e+00
2.60000e-02 5.17193e-01 -3.36357e-02 5.18650e-02 1.97284e+01 -2.57924e+00 1.98963e+00
2.70000e-02 5.36913e-01 -3.62640e-02 5.38545e-02 1.97113e+01 -2.67731e+00 1.98923e+00
2.80000e-02 5.56615e-01 -3.89903e-02 5.58435e-02 1.96937e+01 -2.77528e+00 1.98883e+00
2.90000e-02 5.76300e-01 -4.18145e-02 5.78321e-02 1.96757e+01 -2.87314e+00 1.98843e+00
3.00000e-02 5.95966e-01 -4.47365e-02 5.98204e-02 1.96571e+01 -2.97088e+00 1.98804e+00
3.10000e-02 6.15614e-01 -4.77562e-02 6.18082e-02 1.96381e+01 -3.06852e+00 1.98764e+00
3.20000e-02 6.35242e-01 -5.08735e-02 6.37956e-02 1.96186e+01 -3.16604e+00 1.98724e+00
3.30000e-02 6.54851e-01 -5.40882e-02 6.57827e-02 1.95986e+01 -3.26344e+00 1.98684e+00
3.40000e-02 6.74439e-01 -5.74003e-02 6.77693e-02 1.95781e+01 -3.36072e+00 1.98645e+00
3.50000e-02 6.94007e-01 -6.08096e-02 6.97556e-02 1.95572e+01 -3.45787e+00 1.98605e+00
3.60000e-02 7.13553e-01 -6.43160e-02 7.17414e-02 1.95357e+01 -3.55490e+00 1.98565e+00
3.70000e-02 7.33078e-01 -6.79194e-02 7.37269e-02 1.95138e+01 -3.65181e+00 1.98525e+00
